Topic,Word,Probability
0,we need,0.00147655416917
0,twentiethcentury biology,0.00147655416917
0,morphologist,0.00147655416917
0,research programs,0.00147655416917
0,collections,0.00137818280547
0,speculation,0.00137818280547
0,william coleman,0.00137818280547
0,taxonomy,0.00137818280547
0,ontology,0.00137818280547
0,phylogenetic,0.00137818280547
0,analytical,0.00137818280547
0,function,0.00137818280547
0,comparative,0.00137818280547
0,old,0.00127981144177
0,range,0.00127981144177
0,modes,0.00127981144177
0,tum,0.00127981144177
0,nonetheless,0.00127981144177
0,stud,0.00127981144177
0,phylogeny,0.00127981144177
0,continuum,0.00127981144177
0,versus,0.00127981144177
0,hist,0.00127981144177
0,functional,0.00127981144177
0,gradual,0.00127981144177
0,distinction,0.00127981144177
0,experiment,0.00118144007806
0,garland allen has,0.00118144007806
0,late nineteenthcentury,0.00118144007806
0,preferences,0.00118144007806
0,evolutionary morphology,0.00118144007806
0,zoologists,0.00118144007806
0,dichotomous,0.00118144007806
0,extreme,0.00118144007806
0,critique,0.00118144007806
0,four,0.00118144007806
0,observation,0.00118144007806
0,natural historians,0.00118144007806
0,subject matter,0.00118144007806
0,i think,0.00118144007806
0,dichotomy between,0.00118144007806
0,early twentieth century,0.00118144007806
0,transition,0.00118144007806
0,jeffrey,0.00108306871436
0,revolt against,0.00108306871436
0,shifting assumptions,0.00108306871436
0,challenged,0.00108306871436
0,hirt,0.00108306871436
0,their careers,0.00108306871436
0,experimental approach,0.00108306871436
0,programs,0.00108306871436
0,nonexperimental,0.00108306871436
0,churchill,0.00108306871436
0,heredity,0.00108306871436
0,rigorous,0.00108306871436
0,examples,0.00108306871436
0,interests,0.00098469735066
0,early twentiethcentury biology,0.00098469735066
0,biological disciplines,0.00098469735066
0,experimental embryology,0.00098469735066
0,patriots,0.00098469735066
0,two sides,0.00098469735066
0,earlytwentiethcentury,0.00098469735066
0,careers,0.00098469735066
0,an absolute,0.00098469735066
0,gap between,0.00098469735066
0,speculations,0.00098469735066
0,argue that,0.00098469735066
0,symposium,0.00098469735066
0,oldfashioned,0.00098469735066
0,field naturalists,0.00098469735066
0,continuous,0.00098469735066
0,mor phology,0.00098469735066
0,often,0.00098469735066
0,artificial,0.000886325986957
0,experi mentation,0.000886325986957
0,werdinger,0.000886325986957
0,prejudices,0.000886325986957
0,younger generation,0.000886325986957
0,involves,0.000886325986957
0,naturalistexperimentalist,0.000886325986957
0,idem,0.000886325986957
0,calls,0.000886325986957
0,attacks on,0.000886325986957
0,cytology,0.000886325986957
0,picture,0.000886325986957
0,exclusion,0.000886325986957
0,stressing,0.000886325986957
0,generally,0.000886325986957
0,other fields,0.000886325986957
0,more complex,0.000886325986957
0,sharp,0.000886325986957
0,toward,0.000886325986957
0,twen tieth century,0.000787954623255
0,younger workers,0.000787954623255
0,younger biologists,0.000787954623255
0,put into practice,0.000787954623255
0,manipulative,0.000787954623255
0,generalizations,0.000787954623255
0,specialization,0.000787954623255
0,shifts,0.000787954623255
0,sharp distinction between,0.000787954623255
0,faith,0.000787954623255
0,comparative method,0.000787954623255
0,museums,0.000787954623255
0,momentous,0.000787954623255
1,ecology,0.0206524190462
1,population,0.0200822777272
1,selection,0.0160279394586
1,wynneedwards,0.0139374212888
1,lack,0.0135573270761
1,ecological,0.0120369502254
1,natural selection,0.00918624363024
1,group selection,0.008869498453
1,allee,0.00855275327576
1,evolutionary,0.00798261195674
1,populations,0.00798261195674
1,ecologists,0.00741247063771
1,group,0.00734912160226
1,level,0.00709572546047
1,emerson,0.00709572546047
1,adaptation,0.00658893317689
1,competition,0.0063355370351
1,individuals,0.00614548992876
1,cooperation,0.00551199957428
1,individual,0.00551199957428
1,elton,0.00468846211347
1,thompson,0.00456176404257
1,volterra,0.00449841500712
1,evolutionary biology,0.00443506597168
1,nicholson,0.00430836790078
1,evolutionary ecology,0.00424501886533
1,david lack,0.00354817947541
1,population ecology,0.00354817947541
1,community,0.00354817947541
1,chicago,0.00335813236907
1,animal,0.00329478333362
1,approach,0.00329478333362
1,williams,0.00310473622728
1,principles,0.00310473622728
1,explanations,0.00310473622728
1,animal ecology,0.00297803815639
1,groups,0.00297803815639
1,mathematical,0.00291468912094
1,phenomena,0.00278799105004
1,balance,0.00278799105004
1,biol,0.00278799105004
1,kingsland,0.0027246420146
1,behavior,0.0027246420146
1,homeostasis,0.00266129297915
1,levels,0.0025979439437
1,studies,0.0025979439437
1,genetics,0.00253459490825
1,regulation,0.00253459490825
1,mitman,0.00253459490825
1,ecologist,0.00253459490825
1,social,0.00253459490825
1,animals,0.00247124587281
1,population regulation,0.00247124587281
1,evolutionary theory,0.00247124587281
1,theoretical,0.00234454780191
1,organization,0.00234454780191
1,w c allee,0.00234454780191
1,birds,0.00228119876646
1,oxford,0.00221784973102
1,adaptive,0.00221784973102
1,view,0.00221784973102
1,population dynamics,0.00215450069557
1,model,0.00215450069557
1,argued that,0.00215450069557
1,within,0.00215450069557
1,fisher,0.00215450069557
1,lotka,0.00209115166012
1,numbers,0.00209115166012
1,food,0.00209115166012
1,factors,0.00209115166012
1,population size,0.00202780262467
1,among,0.00202780262467
1,integration,0.00196445358923
1,analysis,0.00190110455378
1,biologists,0.00190110455378
1,discussion,0.00190110455378
1,population density,0.00183775551833
1,units,0.00183775551833
1,ecol,0.00183775551833
1,explanation,0.00183775551833
1,crowcroft,0.00177440648288
1,mathematics,0.00177440648288
1,interest,0.00177440648288
1,benefit,0.00177440648288
1,unit,0.00177440648288
1,park,0.00171105744744
1,darwinian,0.00171105744744
1,emphasis on,0.00171105744744
1,genetical,0.00171105744744
1,bureau,0.00171105744744
1,traits,0.00171105744744
1,poulton,0.00171105744744
1,amer,0.00164770841199
1,modern synthesis,0.00164770841199
1,density,0.00164770841199
1,breeding,0.00164770841199
1,importance,0.00164770841199
1,number,0.00164770841199
1,abundance,0.00164770841199
1,result,0.00158435937654
1,especially,0.00158435937654
1,conference,0.00152101034109
1,sociality,0.00152101034109
1,for example,0.00152101034109
1,rev,0.00152101034109
1,keller,0.00152101034109
1,gause,0.00152101034109
1,papers,0.00145766130565
1,pearl,0.00145766130565
1,chitty,0.00145766130565
1,nat,0.00145766130565
1,mechanisms,0.00145766130565
1,distribution,0.0013943122702
1,equations,0.0013943122702
1,southern,0.0013943122702
1,understanding,0.0013943122702
1,adaptations,0.0013943122702
1,wynne edwards,0.0013943122702
1,explain,0.0013943122702
1,argument,0.00133096323475
1,random drift,0.00133096323475
1,good,0.0012676141993
1,william,0.0012676141993
1,densitydependent,0.0012676141993
1,at oxford,0.0012676141993
1,social behavior,0.0012676141993
1,explicitly,0.0012676141993
1,thomas park,0.0012676141993
1,mortality,0.0012676141993
1,drift,0.0012676141993
1,perhaps,0.00120426516386
1,communities,0.00120426516386
1,group selectionism,0.00120426516386
1,ideas,0.00120426516386
1,mathematical models,0.00120426516386
1,role,0.00120426516386
1,advantage,0.00120426516386
1,zool,0.00114091612841
1,biological control,0.00114091612841
1,fitness,0.00114091612841
1,biologist,0.00114091612841
1,chicago school,0.00114091612841
1,wilson,0.00114091612841
1,evolutionary biologists,0.00114091612841
1,macarthur,0.00114091612841
1,cooperative,0.00114091612841
1,superorganism,0.00114091612841
1,file,0.00114091612841
1,wynneedwards collection,0.00114091612841
1,review,0.00114091612841
1,relation,0.00107756709296
1,j nicholson,0.00107756709296
1,warder clyde allee,0.00107756709296
1,habitat,0.00107756709296
1,proximate,0.00107756709296
1,stability,0.00107756709296
1,rhetoric,0.00107756709296
1,animal dispersion,0.00107756709296
1,survival,0.00107756709296
1,adaptiveness,0.00107756709296
1,charles elton,0.00107756709296
1,sex,0.00107756709296
1,chapter,0.00107756709296
1,concerning,0.00101421805751
1,popula tion,0.00101421805751
1,animal populations,0.00101421805751
1,conflict,0.00101421805751
1,natural,0.00101421805751
1,distinction,0.00101421805751
1,argued,0.00101421805751
1,ann,0.00101421805751
1,population genetics,0.00101421805751
1,used,0.000950869022066
1,queen s university archive,0.000950869022066
1,population growth,0.000950869022066
1,thirties,0.000950869022066
1,raymond pearl,0.000950869022066
1,address,0.000950869022066
1,models,0.000950869022066
1,dimensions,0.000950869022066
1,a e emerson,0.000950869022066
1,sewall wright,0.000950869022066
1,predation,0.000950869022066
1,empirical,0.000950869022066
1,views,0.000950869022066
1,functional,0.000950869022066
1,at chicago,0.000950869022066
1,pointed out,0.000950869022066
1,observations,0.000887519986619
1,dunnett,0.000887519986619
1,george c williams,0.000887519986619
1,v c wynneedwards,0.000887519986619
1,control,0.000887519986619
1,apparent,0.000887519986619
1,syst,0.000887519986619
1,alfred e emerson,0.000887519986619
1,biotic,0.000887519986619
1,response,0.000887519986619
1,issue,0.000887519986619
1,coevolution,0.000887519986619
2,goethe,0.0373934960074
2,kant,0.0223707585367
2,mcelroy,0.00984087706544
2,schelling,0.00892245643404
2,german,0.00754482548694
2,herz,0.00682320927656
2,romantic,0.0064952019082
2,form,0.00636399896086
2,coleridge,0.00610159306617
2,ideal,0.0060359915925
2,ideas,0.00597039011883
2,art,0.00597039011883
2,forms,0.00551117980313
2,blumenbach,0.0051175709611
2,schiller,0.00505196948743
2,philosophy,0.00485516506642
2,metamorphosis,0.00472396211907
2,morphology,0.00439595475072
2,works,0.00426475180337
2,plants,0.00406794738236
2,plant,0.00400234590869
2,intellectual,0.00387114296135
2,generation,0.00380554148767
2,hegel,0.00380554148767
2,kantian,0.00380554148767
2,aesthetic,0.003739940014
2,reil,0.00367433854033
2,naturphilosophie,0.00360873706666
2,within,0.00347753411932
2,reason,0.00341193264565
2,experience,0.0032807296983
2,age,0.00321512822463
2,idea,0.00314952675096
2,notion,0.00308392527729
2,natural history,0.00301832380362
2,poet,0.00295272232995
2,treviranus,0.0028215193826
2,organic,0.0028215193826
2,whole,0.00262471496159
2,essay,0.00255911348792
2,critique,0.00249351201425
2,mccollumpratt institute,0.00249351201425
2,naturphilosophen,0.00249351201425
2,forces,0.00249351201425
2,germany,0.00242791054058
2,girtanner,0.00229670759323
2,critical,0.00229670759323
2,willier,0.00229670759323
2,material,0.00229670759323
2,writings,0.00223110611956
2,found,0.00223110611956
2,lenoir,0.00223110611956
2,philosophical,0.00223110611956
2,unity,0.00216550464589
2,regulative,0.00209990317222
2,wilhelm,0.00209990317222
2,phenomena,0.00209990317222
2,stamm,0.00203430169855
2,natural,0.00203430169855
2,bildungstrieb,0.00203430169855
2,represented,0.00203430169855
2,mccollumpratt,0.00203430169855
2,kielmeyer,0.00203430169855
2,developed,0.00203430169855
2,jena,0.00196870022488
2,revolution,0.00196870022488
2,richards,0.00196870022488
2,colowick,0.00190309875121
2,ideal type,0.00190309875121
2,elements,0.00190309875121
2,conception,0.00183749727753
2,ideals,0.00183749727753
2,speculative,0.00183749727753
2,literary,0.00183749727753
2,judgment,0.00177189580386
2,friedrich,0.00170629433019
2,perceptible,0.00170629433019
2,transcendental,0.00170629433019
2,nason,0.00170629433019
2,pure,0.00170629433019
2,keime,0.00170629433019
2,laws,0.00170629433019
2,freedom,0.00170629433019
2,principle,0.00170629433019
2,empirical,0.00164069285652
2,activity,0.00164069285652
2,anlagen,0.00164069285652
2,method,0.00164069285652
2,kaplan,0.00164069285652
2,weimar,0.00164069285652
2,views,0.00157509138285
2,culture,0.00157509138285
2,upon,0.00157509138285
2,relationship,0.00157509138285
2,position,0.00157509138285
2,ballentine,0.00157509138285
2,steffens,0.00157509138285
2,physiology,0.00157509138285
2,intuition,0.00157509138285
2,argued that,0.00157509138285
2,present,0.00157509138285
2,previous generation,0.00150948990918
2,immanuel kant,0.00150948990918
2,thought,0.00150948990918
2,transformation,0.00150948990918
2,mccollum,0.00150948990918
2,link,0.00150948990918
2,schlegel,0.00150948990918
2,humboldt,0.00144388843551
2,german culture,0.00144388843551
2,italy,0.00144388843551
2,construct,0.00144388843551
2,igin,0.00144388843551
2,pouget,0.00137828696184
2,artistic,0.00137828696184
2,perception,0.00137828696184
2,living,0.00137828696184
2,particular,0.00137828696184
2,construction,0.00137828696184
2,vision,0.00137828696184
2,similar,0.00131268548816
2,sensibility,0.00131268548816
2,image,0.00131268548816
2,poetic,0.00131268548816
2,treatment,0.00131268548816
2,constitutive,0.00131268548816
2,subjective,0.00131268548816
2,chemistry,0.00131268548816
2,pratt,0.00124708401449
2,original,0.00124708401449
2,trace elements,0.00124708401449
2,sought,0.00124708401449
2,boyle,0.00124708401449
2,natur,0.00124708401449
2,romantische naturphilosophie,0.00124708401449
2,gottingen,0.00124708401449
2,pure reason,0.00124708401449
2,colour,0.00124708401449
2,perfection,0.00124708401449
2,finally,0.00118148254082
2,existence,0.00118148254082
2,objective,0.00118148254082
2,concrete,0.00118148254082
2,journal,0.00118148254082
2,urtyp,0.00118148254082
2,oken,0.00118148254082
2,understand,0.00118148254082
2,lorenz oken,0.00118148254082
2,human,0.00118148254082
2,lichtenberg,0.00118148254082
2,influence,0.00111588106715
2,an ideal type,0.00111588106715
2,french revolution,0.00111588106715
2,gottfried,0.00111588106715
2,basis,0.00111588106715
2,transformations,0.00111588106715
2,trace element committee,0.00111588106715
2,beautiful,0.00111588106715
2,led him,0.00111588106715
2,limits,0.00111588106715
2,classical,0.00111588106715
2,principles,0.00111588106715
2,although,0.00111588106715
2,french,0.00111588106715
2,urformen,0.00105027959348
2,necessary,0.00105027959348
2,aesthetics,0.00105027959348
2,bildung,0.00105027959348
2,play,0.00105027959348
2,proposed,0.00105027959348
2,shared,0.00105027959348
2,archetypes,0.00105027959348
2,nevertheless,0.00105027959348
2,force,0.00105027959348
2,burdach,0.00105027959348
2,producing,0.00105027959348
2,circle,0.00105027959348
2,exposed,0.00105027959348
2,approach,0.00105027959348
2,urpflanze,0.000984678119807
2,archetype,0.000984678119807
2,timothy lenoir,0.000984678119807
2,berlin,0.000984678119807
2,tendencies,0.000984678119807
2,poetry,0.000984678119807
2,political,0.000984678119807
2,batsch,0.000984678119807
2,regarded,0.000984678119807
2,model,0.000984678119807
2,carl,0.000984678119807
2,herder,0.000984678119807
2,voigt,0.000984678119807
2,harmony,0.000984678119807
2,johann,0.000984678119807
2,ambition,0.000984678119807
2,horae,0.000984678119807
2,an ideal,0.000984678119807
2,beauty,0.000984678119807
2,teleology,0.000984678119807
2,william mcelroy,0.000919076646136
3,eggs,0.0281246467766
3,egg,0.0166869405616
3,young,0.0129192255731
3,clio,0.0100934393317
3,birds,0.00901694933497
3,sophie,0.00699853059113
3,whitman,0.00699853059113
3,cleavage,0.00578747934483
3,embryos,0.00538379559606
3,remak,0.00524923434647
3,fish,0.00511467309689
3,hen,0.00457642809853
3,fig,0.00457642809853
3,adult,0.00403818310017
3,observed,0.00390362185058
3,dogfish,0.0036344993514
3,schemata,0.00349993810181
3,chicks,0.00336537685223
3,lay,0.00336537685223
3,shark,0.00323081560264
3,chick,0.00323081560264
3,laid,0.00323081560264
3,observations,0.00323081560264
3,shell,0.00309625435305
3,phil,0.00309625435305
3,inside,0.00296169310346
3,cock,0.00296169310346
3,reproductive,0.00296169310346
3,bird,0.00296169310346
3,cork,0.00282713185387
3,fishes,0.00282713185387
3,observation,0.00282713185387
3,hatched,0.00282713185387
3,sharks,0.00269257060428
3,females,0.0024234481051
3,ducks,0.00228888685551
3,nests,0.00228888685551
3,reported,0.00228888685551
3,hatching,0.00215432560592
3,laying,0.00215432560592
3,old,0.00215432560592
3,season,0.00215432560592
3,female,0.00215432560592
3,usually,0.00201976435633
3,nest,0.00201976435633
3,observers,0.00201976435633
3,comb,0.00201976435633
3,division,0.00201976435633
3,yet,0.00188520310674
3,behavior,0.00188520310674
3,though,0.00188520310674
3,shells,0.00188520310674
3,pond,0.00188520310674
3,yolk,0.00188520310674
3,large,0.00175064185716
3,parental care,0.00175064185716
3,humboldt,0.00175064185716
3,water,0.00175064185716
3,hatch,0.00175064185716
3,schema,0.00175064185716
3,exemplary materials,0.00175064185716
3,hooke,0.00175064185716
3,reproduction,0.00175064185716
3,examples,0.00175064185716
3,professor whitman,0.00161608060757
3,radius,0.00161608060757
3,frog,0.00161608060757
3,fertilization,0.00161608060757
3,mother,0.00148151935798
3,tegetmeier,0.00148151935798
3,iii,0.00148151935798
3,timothy,0.00148151935798
3,peripheral,0.00148151935798
3,habits,0.00148151935798
3,morning,0.00148151935798
3,spiny dogfish,0.00134695810839
3,sight,0.00134695810839
3,cohn,0.00134695810839
3,cuckoo,0.00134695810839
3,dr remak,0.00134695810839
3,oviparous,0.00134695810839
3,devoted,0.00134695810839
3,fran,0.00134695810839
3,mating,0.00134695810839
3,plate,0.00134695810839
3,hens,0.00134695810839
3,chickens,0.00134695810839
3,back,0.00134695810839
3,saw,0.0012123968588
3,take,0.0012123968588
3,corneli,0.0012123968588
3,dolphins,0.0012123968588
3,skates,0.0012123968588
3,smooth dogfish,0.0012123968588
3,crocodiles,0.0012123968588
3,zurhorst,0.0012123968588
3,handsaker,0.0012123968588
3,oil,0.0012123968588
3,oppian,0.0012123968588
3,exogeny,0.0012123968588
3,hammy,0.0012123968588
3,stones,0.0012123968588
3,embryonic,0.0012123968588
3,recorded,0.0012123968588
3,killed,0.0012123968588
3,mosquitoes,0.0012123968588
3,river,0.0012123968588
3,three,0.0012123968588
3,incubation,0.00107783560921
3,egglaying,0.00107783560921
3,spotted,0.00107783560921
3,athenaeus,0.00107783560921
3,hamerstroms,0.00107783560921
3,dumas,0.00107783560921
3,banks,0.00107783560921
3,clausilia,0.00107783560921
3,yearly,0.00107783560921
3,pike,0.00107783560921
3,captive,0.00107783560921
3,survived,0.00107783560921
3,bradley,0.00107783560921
3,prevost,0.00107783560921
3,reference plane,0.00107783560921
3,reared,0.00107783560921
3,reichert,0.00107783560921
3,modern,0.00107783560921
3,grow,0.00107783560921
3,get,0.00107783560921
3,crayfish,0.00107783560921
3,turtles,0.00107783560921
3,feed,0.00107783560921
3,mammals,0.00107783560921
3,baer,0.00094327435962
3,release,0.00094327435962
3,weather,0.00094327435962
3,containing,0.00094327435962
3,spawn,0.00094327435962
3,arrau,0.00094327435962
3,duck,0.00094327435962
3,ovary,0.00094327435962
3,eighty,0.00094327435962
3,thirty,0.00094327435962
3,hamerstrom,0.00094327435962
3,columellar,0.00094327435962
3,torpedo fish,0.00094327435962
3,biologist,0.00094327435962
3,wourms,0.00094327435962
3,lived,0.00094327435962
3,represented,0.00094327435962
3,family,0.00094327435962
3,leave,0.00094327435962
3,adults,0.00094327435962
3,chicken,0.00094327435962
3,baker,0.00094327435962
3,observing,0.00094327435962
3,early,0.00094327435962
3,orinoco,0.000808713110031
3,personality,0.000808713110031
3,sun,0.000808713110031
3,stingray,0.000808713110031
3,keep them,0.000808713110031
3,owls,0.000808713110031
3,dark eggs,0.000808713110031
3,blackberry,0.000808713110031
3,uterus,0.000808713110031
3,compare,0.000808713110031
3,unsuccessfully,0.000808713110031
3,after hatching,0.000808713110031
3,artificially fertilized,0.000808713110031
3,mustelus,0.000808713110031
3,label,0.000808713110031
3,cellghost,0.000808713110031
3,mediterranean,0.000808713110031
3,epiblast,0.000808713110031
3,canguilhem,0.000808713110031
3,aelian,0.000808713110031
3,endogeny,0.000808713110031
3,herons,0.000808713110031
3,night,0.000808713110031
3,porpoises,0.000808713110031
3,lays,0.000808713110031
3,selachia,0.000808713110031
3,habit,0.000808713110031
3,well,0.000808713110031
3,supply,0.000808713110031
3,double,0.000808713110031
3,mouth,0.000808713110031
3,turtle,0.000808713110031
3,induction,0.000808713110031
3,size,0.000808713110031
3,discussed,0.000808713110031
3,help,0.000808713110031
3,green,0.000808713110031
3,snails,0.000808713110031
3,general,0.000674151860442
3,ray,0.000674151860442
3,intensive,0.000674151860442
3,watched,0.000674151860442
3,arising from,0.000674151860442
3,raspberry,0.000674151860442
4,bernard,0.0267052898231
4,physiology,0.0214730888196
4,brain,0.0144062199318
4,functions,0.0121638480732
4,magendie,0.0113484401246
4,bichat,0.00971762422738
4,physiological,0.00944582157785
4,sensibility,0.00869836429164
4,gall,0.00849451230449
4,flourens,0.00835861097972
4,claude bernard,0.00829066031734
4,animal,0.00815475899258
4,function,0.00699959773207
4,nervous system,0.00699959773207
4,cuvier,0.00672779508253
4,internal environment,0.00632009110824
4,nutrition,0.00570853514679
4,organs,0.00530083117249
4,regulation,0.00509697918534
4,body,0.00502902852296
4,phenomena,0.00482517653581
4,experiments,0.00468927521105
4,contractility,0.0040777192496
4,experimental,0.00387386726245
4,organ,0.00380591660007
4,concept,0.00380591660007
4,processes,0.00360206461292
4,thought,0.00360206461292
4,sensation,0.00353411395054
4,cannon,0.00346616328815
4,physiologists,0.00346616328815
4,animals,0.00339821262577
4,faculties,0.00339821262577
4,within,0.003262311301
4,digestion,0.00319436063862
4,organic,0.00319436063862
4,general,0.00312640997624
4,blood,0.00312640997624
4,tissues,0.00312640997624
4,seat,0.00299050865147
4,faculty,0.00292255798909
4,anatomy,0.00292255798909
4,parts,0.00292255798909
4,functional,0.00292255798909
4,system,0.00278665666432
4,phrenology,0.00271870600194
4,irritability,0.00271870600194
4,french,0.00271870600194
4,schiller,0.00271870600194
4,localization,0.00258280467718
4,liver,0.00244690335241
4,action,0.00244690335241
4,broca,0.00244690335241
4,anatomical,0.00244690335241
4,holmes,0.00237895269003
4,internal,0.00231100202764
4,principle,0.00231100202764
4,external environment,0.00231100202764
4,doctrine,0.00224305136526
4,cerebellum,0.00217510070288
4,organism,0.00217510070288
4,nineteenth century,0.00217510070288
4,soul,0.00210715004049
4,cerebrum,0.00203919937811
4,legallois,0.00203919937811
4,cerebral,0.00203919937811
4,fibers,0.00203919937811
4,milieu interieur,0.00203919937811
4,movement,0.00203919937811
4,kant,0.00197124871573
4,organization,0.00197124871573
4,idea,0.00190329805335
4,sensations,0.00183534739096
4,chemical,0.00176739672858
4,constancy,0.00176739672858
4,feeling,0.00176739672858
4,physiologist,0.00176739672858
4,nerves,0.00176739672858
4,vital force,0.0016994460662
4,sensible,0.0016994460662
4,movements,0.0016994460662
4,structure,0.0016994460662
4,distinct,0.00163149540381
4,cabanis,0.00156354474143
4,motions,0.00156354474143
4,vital,0.00156354474143
4,mind,0.00156354474143
4,nutritive,0.00149559407905
4,anatomie,0.00149559407905
4,distinction between,0.00149559407905
4,for instance,0.00149559407905
4,pierre flourens,0.00149559407905
4,general physiology,0.00149559407905
4,homeostasis,0.00149559407905
4,external,0.00149559407905
4,part,0.00142764341667
4,emotions,0.00142764341667
4,bemard,0.00142764341667
4,metabolism,0.00142764341667
4,medulla,0.00142764341667
4,spurzheim,0.00142764341667
4,unity,0.00142764341667
4,milieu,0.00142764341667
4,inner,0.00135969275428
4,muscles,0.00135969275428
4,respiration,0.00135969275428
4,motion,0.00135969275428
4,proper,0.00135969275428
4,substance,0.00135969275428
4,sought,0.00135969275428
4,milieu intrieur,0.0012917420919
4,morphological,0.0012917420919
4,regulatory,0.0012917420919
4,necessary,0.0012917420919
4,early nineteenth century,0.0012917420919
4,observation,0.0012917420919
4,regulatory processes,0.00122379142952
4,absorption,0.00122379142952
4,living organisms,0.00122379142952
4,physicochemical,0.00122379142952
4,specific,0.00122379142952
4,properties,0.00115584076713
4,living beings,0.00115584076713
4,critical teleology,0.00115584076713
4,results,0.00115584076713
4,circulation,0.00115584076713
4,secretion,0.00115584076713
4,maintenance,0.00115584076713
4,experimental method,0.00115584076713
4,rather than,0.00115584076713
4,func tions,0.00115584076713
4,shared,0.00115584076713
4,accessory food factors,0.00108789010475
4,immediate,0.00108789010475
4,manifestations,0.00108789010475
4,voluntary,0.00108789010475
4,as well as,0.00108789010475
4,death,0.00101993944237
4,organic sensibility,0.00101993944237
4,action propre,0.00101993944237
4,treated,0.00101993944237
4,researches,0.00101993944237
4,upon,0.00101993944237
4,assimilation,0.00101993944237
4,basic,0.00101993944237
4,condition,0.00101993944237
4,pain,0.00101993944237
4,vital phenomena,0.00101993944237
4,olmsted,0.00101993944237
4,gross,0.00101993944237
4,special,0.00101993944237
4,nervous,0.00101993944237
4,feelings,0.00101993944237
4,claude,0.00101993944237
4,stomach,0.00101993944237
4,elementary,0.00101993944237
4,fixity,0.000951988779985
4,eighteenthcentury,0.000951988779985
4,senses,0.000951988779985
4,lavoisier,0.000951988779985
4,primarily,0.000951988779985
4,physio logical,0.000951988779985
4,experimental medicine,0.000951988779985
4,albury,0.000951988779985
4,neuromuscular system,0.000884038117602
4,report,0.000884038117602
4,academie,0.000884038117602
4,hemispheres,0.000884038117602
4,metabolic processes,0.000884038117602
4,nerve,0.000884038117602
4,animal body,0.000884038117602
4,bernardian,0.000884038117602
4,haller,0.000884038117602
4,sugar,0.000884038117602
4,georges cuvier,0.000884038117602
4,major,0.000884038117602
4,famous,0.000884038117602
4,philosophical,0.000884038117602
4,each organ,0.000884038117602
4,principles,0.000884038117602
4,c bernard,0.000816087455219
4,irritable,0.000816087455219
4,action commune,0.000816087455219
4,f l holmes,0.000816087455219
4,distinguished,0.000816087455219
4,psychic,0.000816087455219
4,actions,0.000816087455219
4,zoologists,0.000816087455219
4,clinical,0.000816087455219
4,medicine,0.000816087455219
4,lesch,0.000816087455219
4,power,0.000816087455219
4,animal economy,0.000816087455219
4,perception,0.000816087455219
