Topic,DOI,Probability,Assignments,Characteristic
95,10.2307/41488425,0.00739266420245,26.0,0.586556756736
97,10.2307/41488425,0.000852999715667,3.0,0.175659068873
4,10.2307/41488396,0.0669642857143,30.0,1.13911860608
14,10.2307/41488396,0.399553571429,179.0,56.8987528626
29,10.2307/41488396,0.111607142857,50.0,5.02821268733
31,10.2307/41488396,0.00446428571429,2.0,0.100855328603
48,10.2307/41488396,0.00446428571429,2.0,0.963981427784
60,10.2307/41488396,0.0111607142857,5.0,4.46811034858
66,10.2307/41488396,0.00223214285714,1.0,0.396289793732
71,10.2307/41488396,0.00223214285714,1.0,0.429721211541
73,10.2307/41488396,0.00223214285714,1.0,0.667765637709
75,10.2307/41488396,0.136160714286,61.0,2.41049423751
81,10.2307/41488396,0.107142857143,48.0,5.21190586406
86,10.2307/41488396,0.151785714286,68.0,3.67405407184
3,10.1007/s10739-015-9406-7,0.000378214826021,1.0,0.0644441208311
7,10.1007/s10739-015-9406-7,0.0465204236006,123.0,9.52898577722
9,10.1007/s10739-015-9406-7,0.00907715582451,24.0,2.12698194072
12,10.1007/s10739-015-9406-7,0.0158850226929,42.0,0.891348731517
13,10.1007/s10739-015-9406-7,0.00302571860817,8.0,0.573678591563
14,10.1007/s10739-015-9406-7,0.00264750378215,7.0,0.377019939691
15,10.1007/s10739-015-9406-7,0.00226928895613,6.0,0.269864869887
20,10.1007/s10739-015-9406-7,0.00113464447806,3.0,0.258998787709
21,10.1007/s10739-015-9406-7,0.00605143721634,16.0,1.50438778082
24,10.1007/s10739-015-9406-7,0.000378214826021,1.0,0.0901041769054
25,10.1007/s10739-015-9406-7,0.0128593040847,34.0,2.15370874003
27,10.1007/s10739-015-9406-7,0.0071860816944,19.0,0.216257451018
29,10.1007/s10739-015-9406-7,0.0204236006051,54.0,0.920140100845
30,10.1007/s10739-015-9406-7,0.000756429652042,2.0,0.146758593176
31,10.1007/s10739-015-9406-7,0.0132375189107,35.0,0.299056647598
32,10.1007/s10739-015-9406-7,0.0052950075643,14.0,0.774440781814
34,10.1007/s10739-015-9406-7,0.00189107413011,5.0,0.0504265523545
36,10.1007/s10739-015-9406-7,0.00264750378215,7.0,0.219634895068
39,10.1007/s10739-015-9406-7,0.000378214826021,1.0,0.0769701024673
45,10.1007/s10739-015-9406-7,0.00832072617247,22.0,0.709278032316
46,10.1007/s10739-015-9406-7,0.07223903177,191.0,6.13041169023
47,10.1007/s10739-015-9406-7,0.00832072617247,22.0,0.719138008573
49,10.1007/s10739-015-9406-7,0.00264750378215,7.0,0.369449012966
51,10.1007/s10739-015-9406-7,0.00491679273828,13.0,0.728621535095
54,10.1007/s10739-015-9406-7,0.00189107413011,5.0,0.264466054164
57,10.1007/s10739-015-9406-7,0.0052950075643,14.0,1.48264616564
58,10.1007/s10739-015-9406-7,0.00189107413011,5.0,0.315446598655
63,10.1007/s10739-015-9406-7,0.0204236006051,54.0,2.52713492602
65,10.1007/s10739-015-9406-7,0.00226928895613,6.0,0.467652185201
67,10.1007/s10739-015-9406-7,0.00151285930408,4.0,0.305327719568
68,10.1007/s10739-015-9406-7,0.0298789712557,79.0,1.53562750185
69,10.1007/s10739-015-9406-7,0.07223903177,191.0,1.80726061604
70,10.1007/s10739-015-9406-7,0.00453857791225,12.0,0.218092687702
71,10.1007/s10739-015-9406-7,0.00453857791225,12.0,0.873744793209
73,10.1007/s10739-015-9406-7,0.00189107413011,5.0,0.565731856455
75,10.1007/s10739-015-9406-7,0.228441754917,604.0,4.04417336324
81,10.1007/s10739-015-9406-7,0.0733736762481,194.0,3.56922247272
82,10.1007/s10739-015-9406-7,0.0105900151286,28.0,1.40628611809
83,10.1007/s10739-015-9406-7,0.00680786686838,18.0,1.15242859925
86,10.1007/s10739-015-9406-7,0.0347957639939,92.0,0.842250003476
88,10.1007/s10739-015-9406-7,0.00907715582451,24.0,1.10909242085
89,10.1007/s10739-015-9406-7,0.0071860816944,19.0,0.851821243771
92,10.1007/s10739-015-9406-7,0.0321482602118,85.0,2.43972299057
96,10.1007/s10739-015-9406-7,0.000378214826021,1.0,0.0602861279813
97,10.1007/s10739-015-9406-7,0.00605143721634,16.0,1.24617840691
98,10.1007/s10739-015-9406-7,0.00189107413011,5.0,0.347196923197
99,10.1007/s10739-015-9406-7,0.194402420575,514.0,65.4410888521
0,10.1007/s10739-012-9346-4,0.00146708234,8.0,0.194357870269
2,10.1007/s10739-012-9346-4,0.00641848523748,35.0,1.57294617052
4,10.1007/s10739-012-9346-4,0.0372272143774,203.0,0.633266107409
5,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0558147310053
6,10.1007/s10739-012-9346-4,0.00550155877499,30.0,0.784646958301
7,10.1007/s10739-012-9346-4,0.0366770584999,200.0,7.51272541705
11,10.1007/s10739-012-9346-4,0.000366770584999,2.0,0.0741194495413
12,10.1007/s10739-012-9346-4,0.00403447643499,22.0,0.226384659449
15,10.1007/s10739-012-9346-4,0.001100311755,6.0,0.130849571975
17,10.1007/s10739-012-9346-4,0.000733541169998,4.0,0.142414082933
19,10.1007/s10739-012-9346-4,0.00220062350999,12.0,0.30894978609
22,10.1007/s10739-012-9346-4,0.000366770584999,2.0,0.0500705533657
23,10.1007/s10739-012-9346-4,0.0163212910325,89.0,0.473714576257
25,10.1007/s10739-012-9346-4,0.000366770584999,2.0,0.061427664304
26,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0341375386524
27,10.1007/s10739-012-9346-4,0.00293416467999,16.0,0.088300551197
29,10.1007/s10739-012-9346-4,0.012836970475,70.0,0.578341279569
30,10.1007/s10739-012-9346-4,0.0016504676325,9.0,0.320215246949
31,10.1007/s10739-012-9346-4,0.102328993215,558.0,2.31177502893
33,10.1007/s10739-012-9346-4,0.000550155877499,3.0,0.0555205770579
34,10.1007/s10739-012-9346-4,0.0238400880249,130.0,0.635709318734
36,10.1007/s10739-012-9346-4,0.000366770584999,2.0,0.030427008072
38,10.1007/s10739-012-9346-4,0.016504676325,90.0,5.62313774237
39,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0373205484914
40,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0245758423674
41,10.1007/s10739-012-9346-4,0.00146708234,8.0,0.312452133311
43,10.1007/s10739-012-9346-4,0.0454795525399,248.0,1.61758772259
44,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0197316218093
46,10.1007/s10739-012-9346-4,0.001100311755,6.0,0.0933756153765
47,10.1007/s10739-012-9346-4,0.001833852925,10.0,0.158494981467
52,10.1007/s10739-012-9346-4,0.00770218228498,42.0,1.76289629986
56,10.1007/s10739-012-9346-4,0.000366770584999,2.0,0.121434462785
60,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.0734169607982
61,10.1007/s10739-012-9346-4,0.000550155877499,3.0,0.0810511197241
63,10.1007/s10739-012-9346-4,0.00293416467999,16.0,0.363061841292
66,10.1007/s10739-012-9346-4,0.0012836970475,7.0,0.227904785099
69,10.1007/s10739-012-9346-4,0.146891619292,801.0,3.67490305266
70,10.1007/s10739-012-9346-4,0.0399779937649,218.0,1.92106608671
71,10.1007/s10739-012-9346-4,0.390977443609,2132.0,75.2690627373
72,10.1007/s10739-012-9346-4,0.00330093526499,18.0,0.412807383548
73,10.1007/s10739-012-9346-4,0.0001833852925,1.0,0.054861361763
75,10.1007/s10739-012-9346-4,0.0166880616175,91.0,0.295433793625
76,10.1007/s10739-012-9346-4,0.00495140289749,27.0,0.858093397972
78,10.1007/s10739-012-9346-4,0.00421786172749,23.0,0.646781031375
81,10.1007/s10739-012-9346-4,0.01833852925,100.0,0.892067755937
82,10.1007/s10739-012-9346-4,0.0016504676325,9.0,0.219171520696
85,10.1007/s10739-012-9346-4,0.000550155877499,3.0,0.112894836937
86,10.1007/s10739-012-9346-4,0.0320924261874,175.0,0.776814271778
89,10.1007/s10739-012-9346-4,0.00201723821749,11.0,0.239118679759
91,10.1007/s10739-012-9346-4,0.000550155877499,3.0,0.0817753396927
9,10.2307/40271555,0.159369527145,91.0,37.343867693
11,10.2307/40271555,0.0332749562172,19.0,6.7244254016
15,10.2307/40271555,0.14711033275,84.0,17.4944273621
16,10.2307/40271555,0.0385288966725,22.0,5.20527073365
17,10.2307/40271555,0.00350262697023,2.0,0.680021010711
18,10.2307/40271555,0.0140105078809,8.0,2.82180745507
27,10.2307/40271555,0.045534150613,26.0,1.37030161423
29,10.2307/40271555,0.152364273205,87.0,6.86443494575
40,10.2307/40271555,0.00525394045534,3.0,0.704091427824
63,10.2307/40271555,0.00350262697023,2.0,0.433401099072
66,10.2307/40271555,0.00175131348511,1.0,0.310924391579
68,10.2307/40271555,0.0227670753065,13.0,1.17011213934
75,10.2307/40271555,0.23292469352,133.0,4.12353617892
82,10.2307/40271555,0.0210157618214,12.0,2.790758441
86,10.2307/40271555,0.0735551663748,42.0,1.78044198557
88,10.2307/40271555,0.0297723292469,17.0,3.63773249653
89,10.2307/40271555,0.015761821366,9.0,1.86836927982
22,10.2307/40801951,0.00808080808081,4.0,1.10317061617
29,10.2307/40801951,0.113131313131,56.0,5.09688080402
32,10.2307/40801951,0.0020202020202,1.0,0.295472067405
45,10.2307/40801951,0.123232323232,61.0,10.5046095651
48,10.2307/40801951,0.0262626262626,13.0,5.67093720749
52,10.2307/40801951,0.0121212121212,6.0,2.77433579312
54,10.2307/40801951,0.010101010101,5.0,1.41262272163
64,10.2307/40801951,0.327272727273,162.0,45.1852406006
69,10.2307/40801951,0.0484848484848,24.0,1.21298354912
70,10.2307/40801951,0.00808080808081,4.0,0.388307788743
75,10.2307/40801951,0.139393939394,69.0,2.46773299784
86,10.2307/40801951,0.171717171717,85.0,4.15650561663
92,10.2307/40801951,0.00606060606061,3.0,0.459937795869
96,10.2307/40801951,0.0040404040404,2.0,0.644026353061
1,10.2307/40801953,0.00227272727273,1.0,0.585296962452
4,10.2307/40801953,0.0659090909091,29.0,1.12116885834
15,10.2307/40801953,0.0340909090909,15.0,4.0541063408
21,10.2307/40801953,0.0204545454545,9.0,5.08500165232
27,10.2307/40801953,0.00681818181818,3.0,0.205185897306
29,10.2307/40801953,0.215909090909,95.0,9.72730599875
30,10.2307/40801953,0.00227272727273,1.0,0.440942864044
31,10.2307/40801953,0.0136363636364,6.0,0.308067185552
34,10.2307/40801953,0.00227272727273,1.0,0.060603547466
36,10.2307/40801953,0.00454545454545,2.0,0.37708744322
44,10.2307/40801953,0.0454545454545,20.0,4.89075153301
45,10.2307/40801953,0.0113636363636,5.0,0.968662767274
49,10.2307/40801953,0.00227272727273,1.0,0.317150386456
70,10.2307/40801953,0.0181818181818,8.0,0.873692524671
75,10.2307/40801953,0.188636363636,83.0,3.33948650252
77,10.2307/40801953,0.00227272727273,1.0,0.356151094123
83,10.2307/40801953,0.172727272727,76.0,29.2390924807
86,10.2307/40801953,0.0909090909091,40.0,2.20050297351
89,10.2307/40801953,0.0227272727273,10.0,2.69403752217
92,10.2307/40801953,0.0431818181818,19.0,3.27705679556
99,10.2307/40801953,0.0340909090909,15.0,11.4759178629
10,10.2307/40801952,0.00485436893204,2.0,0.472943723657
23,10.2307/40801952,0.0679611650485,28.0,1.97252744522
28,10.2307/40801952,0.143203883495,59.0,21.8103225138
29,10.2307/40801952,0.0218446601942,9.0,0.984162793946
43,10.2307/40801952,0.0703883495146,29.0,2.50352792913
44,10.2307/40801952,0.00970873786408,4.0,1.04462654103
46,10.2307/40801952,0.0655339805825,27.0,5.56140179106
75,10.2307/40801952,0.0266990291262,11.0,0.472660974155
86,10.2307/40801952,0.478155339806,197.0,11.5740047175
92,10.2307/40801952,0.0509708737864,21.0,3.86816617156
94,10.2307/40801952,0.0606796116505,25.0,8.8430989934
6,10.2307/40801955,0.25939177102,145.0,36.995144915
10,10.2307/40801955,0.00536672629696,3.0,0.522860860858
13,10.2307/40801955,0.00178890876565,1.0,0.339178487498
23,10.2307/40801955,0.171735241503,96.0,4.98450073557
29,10.2307/40801955,0.225402504472,126.0,10.1550107254
35,10.2307/40801955,0.00715563506261,4.0,1.63467485682
37,10.2307/40801955,0.00357781753131,2.0,0.938507391161
45,10.2307/40801955,0.0232558139535,13.0,1.98237961675
47,10.2307/40801955,0.0143112701252,8.0,1.23688462818
51,10.2307/40801955,0.0375670840787,21.0,5.56708161753
53,10.2307/40801955,0.00178890876565,1.0,0.333095291495
69,10.2307/40801955,0.00357781753131,2.0,0.0895090722741
75,10.2307/40801955,0.103756708408,58.0,1.83683633736
81,10.2307/40801955,0.0214669051878,12.0,1.04424589763
82,10.2307/40801955,0.0232558139535,13.0,3.08822300351
86,10.2307/40801955,0.0912343470483,51.0,2.20837597163
